buy_date,buy_price,sell_date,sell_price,shares,cost,sell_value,return,profit,hold_days,exit_reason,entry_type,confidence
2017-10-16,4.890029430389404,2018-02-05,5.283308506011963,122.69864804315107,600.0,648.2548108825481,0.08042468480424692,48.2548108825481,112,Trailing Stop,bull_market,0.9999966621398926
2017-10-17,4.8855814933776855,2018-02-05,5.283308506011963,92.10776662101873,450.0,486.633746858593,0.08140832635242878,36.633746858592986,111,Trailing Stop,bull_market,0.9999719858169556
2017-10-19,4.886817455291748,2018-02-05,5.283308506011963,51.79751490940195,253.125,273.66225111112476,0.08113481920444365,20.53725111112476,109,Trailing Stop,bull_market,0.9999929666519165
2017-10-24,4.908559322357178,2018-02-05,5.283308506011963,21.75528548440134,106.78710937499999,114.9398848504562,0.07634606389453258,8.15277547545621,104,Trailing Stop,bull_market,0.9999978542327881
2017-10-27,4.987123966217041,2018-02-05,5.283308506011963,9.033425291361105,45.050811767578125,47.72637268027172,0.05938984909965872,2.675560912693598,101,Trailing Stop,bull_market,1.0
2018-02-20,6.158008098602295,2018-03-27,5.578999042510986,23.54111847393456,144.96639821264512,131.3358774257186,-0.09402538074328426,-13.630520786926525,35,Hard Stop,bull_market,0.9063282608985901
2018-02-14,5.968631267547607,2018-03-28,5.475841045379639,53.97343832165057,322.14755158365585,295.5499689219605,-0.08256335499352208,-26.597582661695355,42,Hard Stop,bull_market,0.9955606460571289
2018-02-21,5.970854759216309,2018-03-28,5.475841045379639,34.395253680820716,205.36906413458064,188.34294187168317,-0.08290500000399303,-17.026122262897474,35,Hard Stop,bull_market,0.9980251789093018
2018-02-22,5.990398406982422,2018-03-28,5.475841045379639,25.712279490693216,154.02679810093545,140.796355405411,-0.08589701830232421,-13.23044269552446,34,Hard Stop,bull_market,0.9984943866729736
2018-02-28,5.986688613891602,2018-03-28,5.475841045379639,19.2961595342786,115.52009857570157,105.66270239599642,-0.08533057278552703,-9.857396179705148,28,Hard Stop,bull_market,0.9979009628295898
2018-03-02,5.851617813110352,2018-04-06,5.300197601318359,11.104630808807526,64.98005544883213,58.8567375763676,-0.09423380497553235,-6.123317872464533,35,Hard Stop,bull_market,0.9999966621398926
2018-03-05,5.829599380493164,2018-04-06,5.300197601318359,8.359929800613722,48.73504158662409,44.30927987640272,-0.09081272050121891,-4.425761710221373,32,Hard Stop,bull_market,0.9973805546760559
2018-04-17,5.876355171203613,2018-04-25,5.359816551208496,5.334296482746388,31.346220721119984,28.590850577277354,-0.08790119129053908,-2.7553701438426295,8,Hard Stop,bull_market,0.9998992681503296
2018-04-18,5.847409248352051,2018-04-25,5.359816551208496,4.020526790982795,23.50966554083999,21.549286038886766,-0.08338610766485532,-1.9603795019532235,7,Hard Stop,bull_market,0.9898577332496643
2018-02-08,5.377750873565674,2018-06-25,5.9190993309021,189.32549538873266,1018.145348215011,1120.636413078156,0.10066447294861192,102.49106486314497,137,Trailing Stop,bull_market,1.0
2018-04-05,5.476583003997803,2018-06-25,5.9190993309021,25.88017910302171,141.7349490160278,153.1873508123223,0.08080153748811414,11.45240179629451,81,Trailing Stop,bull_market,1.0
2018-02-09,5.737717628479004,2018-10-08,6.582383155822754,133.08584712693178,763.6090111612583,876.0220384067178,0.1472128086525688,112.41302724545949,241,Trailing Stop,bull_market,1.0
2018-02-13,5.751314640045166,2018-10-08,6.582383155822754,74.68380634011612,429.53006877820786,491.59742886590897,0.14450061730078834,62.067360087701104,237,Trailing Stop,bull_market,1.0
2018-03-01,5.7444987297058105,2018-10-08,6.582383155822754,15.082268794620001,86.64007393177619,99.27727206529785,0.14585857975459127,12.637198133521665,221,Trailing Stop,bull_market,0.9999994039535522
