total_injected,final_value,total_return,cagr,sharpe_ratio,max_drawdown,total_trades,win_rate,HARD_STOP_PCT,TRAILING_ACTIVATION,HIGH_PROFIT_THR,CALLBACK_BASE,CALLBACK_HIGH
16800,108346.73848126337,5.449210623884724,0.3647122355788046,1.2678277295164613,-0.3160833394335947,210,0.6,-0.08,0.2,0.25,0.08,0.17
16800,107525.14365268461,5.400306169802655,0.36298040805815757,1.2655957689663,-0.3246752690182736,209,0.5980861244019139,-0.08,0.2,0.25,0.08,0.18
16800,103507.42455451068,5.161156223482779,0.35434925177571897,1.252627246781974,-0.3401005298992107,210,0.580952380952381,-0.08,0.2,0.25,0.08,0.19
16800,88457.62305069706,4.265334705398635,0.3193121753727828,1.2135002846643128,-0.3690041318081237,250,0.612,-0.08,0.2,0.25,0.08,0.16
